numeroCuenta,nombre,creditos,calificacion,contrasena,numeroInscripcion,semestre
802620831,Juan Rodríguez García,162.99,7.53,pass802620831,12499.6908,6
101519922,Miguel Fernández Sánchez,168.01,7.19,pass101519922,12677.2000,10
618571017,José Ruiz Martin,160.49,7.89,pass618571017,12706.5728,4
040305127,Elena Álvarez Álvarez,152.92,8.73,pass040305127,12759.9936,3
288811070,Ana Moreno Díaz,178.94,6.39,pass288811070,12790.7129,9
961547406,Carlos Hernández Martin,147.89,9.38,pass961547406,12820.8134,10
486804104,Monica López Fernández,171.73,6.96,pass486804104,12829.9462,3
919570814,Daniel López González,147.54,9.46,pass919570814,12871.9494,10
901809552,Isabel Gómez López,147.83,9.51,pass901809552,12984.3859,6
778616693,Miguel Pérez Díaz,145.56,9.87,pass778616693,13073.3983,9
548986193,José Martínez Álvarez,150.45,9.26,pass548986193,13103.7354,5
789604298,Antonio Martin Jiménez,182.11,6.34,pass789604298,13137.2941,3
117638692,Carlos Pérez Gómez,165.34,7.70,pass117638692,13162.6675,6
019166724,Miguel Jiménez Hernández,172.93,7.07,pass019166724,13216.2689,7
278594194,Antonio Martínez Moreno,175.92,6.85,pass278594194,13250.3333,6
191611393,Pedro Fernández Jiménez,155.36,8.87,pass191611393,13387.7905,2
546304267,Patricia González Martínez,185.43,6.27,pass546304267,13478.9001,7
148613447,Lucia Moreno Pérez,166.65,7.77,pass148613447,13491.0311,8
766072165,Elena Hernández Pérez,159.76,8.46,pass766072165,13491.8497,8
804464619,David Martínez Muñoz,156.18,8.88,pass804464619,13531.9052,2
285808020,Miguel Gómez Rodríguez,169.75,7.54,pass285808020,13585.1436,6
034377252,Patricia Díaz Moreno,178.38,6.85,pass034377252,13614.3800,10
270351078,Laura López Díaz,187.27,6.24,pass270351078,13683.5118,6
919301639,Daniel Fernández Jiménez,189.11,6.20,pass919301639,13847.4283,6
982398494,Carlos Rodríguez Ruiz,151.10,9.75,pass982398494,13912.2350,6
822612410,Laura Gómez Sánchez,166.68,8.02,pass822612410,13919.5090,5
222679273,Elena Gómez Gómez,173.63,7.39,pass222679273,13929.8942,7
786583671,Antonio González Fernández,186.94,6.38,pass786583671,13945.2705,4
817368957,María Jiménez Álvarez,180.73,6.85,pass817368957,13993.2078,7
363761324,Elena Martínez Rodríguez,150.74,9.91,pass363761324,14078.5646,4
495523816,María Martínez López,162.12,8.57,pass495523816,14081.5688,8
658236009,Pedro Muñoz González,150.85,9.96,pass658236009,14162.9939,4
456356315,Monica López Álvarez,172.45,7.64,pass456356315,14209.0439,9
613319036,Carlos Díaz Hernández,170.28,7.85,pass613319036,14227.8436,7
061839073,Daniel Martínez Moreno,164.98,8.40,pass061839073,14286.0163,2
878228969,Patricia Moreno González,160.84,8.92,pass878228969,14428.2548,10
551886913,Sofia Díaz García,175.31,7.54,pass551886913,14479.6491,9
062510391,Elena Martin Moreno,161.52,8.93,pass062510391,14564.5533,2
541494605,Lucia Díaz Muñoz,158.98,9.27,pass541494605,14644.4510,6
139290829,Ana Jiménez Hernández,157.11,9.50,pass139290829,14657.0017,1
835288056,Monica Muñoz García,169.97,8.13,pass835288056,14677.0810,2
037538781,José Muñoz Muñoz,161.41,9.03,pass037538781,14696.5540,2
972465227,Carmen Álvarez Díaz,188.07,6.68,pass972465227,14770.1982,9
005701686,José Gómez Álvarez,192.66,6.37,pass005701686,14780.6431,7
010428409,Laura Jiménez Gómez,184.01,7.00,pass010428409,14809.4911,2
118043798,Luis Hernández Fernández,166.00,8.62,pass118043798,14845.8862,6
085468215,Antonio Martin Díaz,156.78,9.73,pass085468215,14939.8549,10
626323353,Carlos Jiménez Díaz,169.21,8.43,pass626323353,15087.1427,2
834952332,Ana Martínez Jiménez,190.73,6.64,pass834952332,15106.5420,1
311458050,Monica Martin Fernández,195.00,6.38,pass311458050,15150.9326,2
250588636,Daniel Sánchez Pérez,175.70,7.87,pass250588636,15180.5608,2
938134863,Elena Pérez Álvarez,195.52,6.42,pass938134863,15348.3276,7
911436357,Pedro Rodríguez Rodríguez,202.03,6.03,pass911436357,15380.8045,10
784800543,Daniel López Moreno,157.36,9.94,pass784800543,15381.1175,6
599261998,Daniel Fernández López,183.33,7.33,pass599261998,15394.2540,7
617065835,Monica García Martínez,157.96,9.97,pass617065835,15548.7838,1
053277255,Juan Gómez Sánchez,167.38,8.89,pass053277255,15569.2766,5
733586543,Lucia Fernández Ruiz,194.76,6.59,pass733586543,15621.4113,10
519857580,José Fernández Pérez,202.22,6.15,pass519857580,15707.0112,10
713700183,Antonio López Jiménez,168.52,8.89,pass713700183,15776.6782,3
318017382,Isabel Hernández Fernández,204.82,6.02,pass318017382,15779.7996,5
726968809,Francisco Moreno Ruiz,176.15,8.18,pass726968809,15856.9898,10
599733968,Francisco Sánchez Pérez,176.99,8.10,pass599733968,15861.5957,9
919666644,Daniel Fernández López,166.27,9.19,pass919666644,15877.0438,10
006609623,Sofia López Pérez,197.29,6.53,pass006609623,15886.8241,3
695722140,Patricia Moreno Gómez,202.27,6.22,pass695722140,15897.6641,1
908059659,Monica Díaz Muñoz,159.93,9.99,pass908059659,15968.5969,1
881498941,Francisco Moreno Ruiz,183.18,7.73,pass881498941,16201.6175,5
386106298,María Hernández Rodríguez,170.94,8.88,pass386106298,16221.9664,6
023900626,Sofia Jiménez García,170.31,8.99,pass023900626,16303.4827,9
691354140,Luis González Martínez,177.79,8.26,pass691354140,16319.3394,9
549573346,Juan Martin Hernández,169.83,9.07,pass549573346,16356.4961,1
656168027,Sofia Sánchez Rodríguez,196.65,6.78,pass656168027,16381.1374,3
683825243,Carmen Ruiz López,206.89,6.15,pass683825243,16461.3281,6
162877316,Carmen Sánchez Fernández,174.32,8.69,pass162877316,16503.0003,4
862430582,Sofia García Díaz,191.45,7.31,pass862430582,16754.1829,1
023847176,Francisco López Álvarez,170.93,9.18,pass023847176,16760.4299,2
473369117,Ana López Jiménez,164.05,9.99,pass473369117,16795.1529,8
678282790,María Álvarez Moreno,184.22,7.93,pass678282790,16815.9836,5
924587181,Daniel Pérez Muñoz,177.96,8.51,pass924587181,16835.7281,8
805177478,Lucia Fernández García,170.72,9.26,pass805177478,16875.1843,9
815190027,Juan Moreno Ruiz,181.88,8.17,pass815190027,16881.3127,7
172634853,Carlos Sánchez García,208.01,6.26,pass172634853,16924.0217,8
207813162,Patricia García Moreno,203.86,6.52,pass207813162,16944.8601,3
861647672,Ana Martínez Gómez,191.62,7.40,pass861647672,16978.1783,7
723767479,Luis Álvarez Gómez,186.27,7.84,pass723767479,16991.2444,1
203570373,Ana Gómez González,206.69,6.38,pass203570373,17031.3435,8
137954410,Patricia Hernández Rodríguez,192.48,7.41,pass137954410,17166.9148,5
748310804,María López Moreno,211.24,6.22,pass748310804,17335.1220,5
963574632,José Moreno Pérez,208.04,6.43,pass963574632,17403.4979,6
676544133,Pedro Muñoz Gómez,199.65,7.01,pass676544133,17461.3736,8
975555418,Luis Ruiz Gómez,197.12,7.20,pass975555418,17495.6722,1
595604355,Miguel López Jiménez,180.28,8.64,pass595604355,17551.4832,2
102446404,Luis Pérez García,207.22,6.62,pass102446404,17773.1808,5
276224230,Luis Martínez Rodríguez,201.51,7.01,pass276224230,17780.1467,7
341230786,Lucia Fernández Hernández,211.01,6.39,pass341230786,17793.3405,7
052264668,Isabel García González,198.69,7.22,pass052264668,17814.0643,2
562226710,Ana Gómez Gómez,198.28,7.26,pass562226710,17840.8245,8
002928986,Miguel Fernández Martin,217.91,6.02,pass002928986,17867.9700,1
596281708,Luis Moreno García,204.29,6.87,pass596281708,17918.3659,3
170813971,Juan Fernández Gómez,189.70,7.98,pass170813971,17944.9581,1
215380672,Ana Muñoz Muñoz,203.67,6.94,pass215380672,17988.7054,6
758329476,Antonio Fernández Fernández,174.30,9.48,pass758329476,17993.2272,9
315108981,Elena García Gómez,204.08,6.92,pass315108981,18026.5995,10
022550673,Miguel González Hernández,182.52,8.72,pass022550673,18152.3180,3
999590295,José Moreno Jiménez,190.79,8.01,pass999590295,18218.3626,10
235291152,Daniel Rodríguez Moreno,203.33,7.05,pass235291152,18219.8426,10
979604144,Luis Álvarez Ruiz,197.89,7.51,pass979604144,18392.5513,8
509608838,Elena Moreno Martínez,179.88,9.11,pass509608838,18432.1553,5
100318138,Pedro Muñoz López,181.17,8.99,pass100318138,18451.4357,6
711927286,Francisco García López,195.72,7.76,pass711927286,18568.3478,8
537176157,José Jiménez Jiménez,183.75,8.86,pass537176157,18705.9127,8
509117843,Daniel Gómez López,196.80,7.73,pass509117843,18723.1660,1
722336466,Pedro Jiménez Díaz,203.01,7.29,pass722336466,18765.3149,7
930781221,Daniel Jiménez Hernández,182.38,9.05,pass930781221,18811.9366,4
292927541,Carmen González Martínez,183.91,8.93,pass292927541,18883.0946,7
798520358,Pedro Gómez Álvarez,217.78,6.39,pass798520358,18944.1952,3
322306604,Pedro Sánchez Muñoz,193.07,8.13,pass322306604,18946.5008,9
818777163,Monica Jiménez González,216.49,6.48,pass818777163,18989.6176,9
486622649,María García Díaz,215.82,6.55,pass486622649,19074.3891,10
529552620,Carmen Jiménez Moreno,193.34,8.25,pass529552620,19283.1688,10
310989343,Laura Gómez Jiménez,207.65,7.17,pass310989343,19309.8270,8
722921530,Sofia Pérez Martínez,192.32,8.36,pass722921530,19316.9434,5
010978749,Monica Moreno Rodríguez,212.04,6.92,pass010978749,19433.6261,10
578013827,Miguel Jiménez Rodríguez,192.87,8.37,pass578013827,19470.7925,9
503027012,Daniel Sánchez Ruiz,193.60,8.35,pass503027012,19559.8203,4
613836873,José Martínez Pérez,202.34,7.67,pass613836873,19616.9067,3
398823258,Lucia Pérez Álvarez,230.08,6.02,pass398823258,19902.4507,10
125990279,Carlos García Jiménez,228.67,6.09,pass125990279,19912.1142,1
006818641,Daniel Martínez Muñoz,190.85,8.82,pass006818641,20077.5371,6
648064398,Luis Jiménez García,193.02,8.70,pass648064398,20255.6183,4
394938166,Monica Gómez Rodríguez,209.69,7.37,pass394938166,20265.5717,10
312454183,Antonio Ruiz Moreno,203.54,7.83,pass312454183,20286.0384,3
266434219,Miguel Ruiz Martínez,230.53,6.19,pass266434219,20550.4921,8
466497511,Elena Hernández Hernández,210.59,7.48,pass466497511,20740.6525,8
499202605,Juan Hernández López,204.35,7.98,pass499202605,20820.7336,7
231294143,José Pérez Moreno,206.77,7.81,pass231294143,20859.0484,8
002161086,Lucia Jiménez Hernández,193.62,8.97,pass002161086,21027.8312,2
810903472,Francisco Fernández González,196.83,8.72,pass810903472,21117.3659,2
564691097,Juan Martin Pérez,214.75,7.36,pass564691097,21206.0948,4
325423770,María López González,195.15,8.92,pass325423770,21240.5251,3
512852525,Pedro Rodríguez Sánchez,216.62,7.32,pass512852525,21480.1899,9
578122440,Daniel García Díaz,226.30,6.73,pass578122440,21546.8164,10
407541651,José Ruiz Pérez,204.90,8.21,pass407541651,21551.4905,7
483058945,Daniel Ruiz García,195.30,9.06,pass483058945,21602.6730,10
200915074,Daniel Hernández Fernández,207.96,8.01,pass200915074,21641.8657,9
159180354,Carmen Fernández Gómez,206.06,8.16,pass159180354,21650.9237,1
848783971,Ana Pérez Rodríguez,213.73,7.62,pass848783971,21748.2580,9
633862519,Carlos González Díaz,207.05,8.26,pass633862519,22137.6996,10
284735992,Miguel Martin Rodríguez,194.45,9.44,pass284735992,22309.7548,8
735765167,José Rodríguez Hernández,223.43,7.17,pass735765167,22368.7398,8
191799577,Carlos Moreno Ruiz,207.67,8.33,pass191799577,22465.1572,3
886421474,Laura Moreno Martin,216.38,7.70,pass886421474,22528.3279,6
452399732,Daniel Gómez Martin,203.52,8.73,pass452399732,22590.6910,8
154632522,Carlos Martínez López,200.94,9.01,pass154632522,22741.8078,6
866846176,Miguel López García,235.77,6.56,pass866846176,22801.3811,2
123500582,Luis Hernández Sánchez,225.72,7.21,pass123500582,22966.6095,5
855496010,Isabel García Álvarez,231.16,6.88,pass855496010,22983.9196,2
729382085,María Álvarez Gómez,225.49,7.24,pass729382085,23012.0867,4
673073921,Daniel Gómez Sánchez,238.91,6.46,pass673073921,23031.6979,4
810449490,José Sánchez Álvarez,217.56,7.79,pass810449490,23045.2122,3
803029587,Patricia Gómez García,225.52,7.30,pass803029587,23198.4476,10
212713818,Sofia Moreno Fernández,237.40,6.61,pass212713818,23295.1967,4
721782572,David Gómez Jiménez,208.45,8.62,pass721782572,23419.5354,6
806636482,María Jiménez Gómez,212.38,8.38,pass806636482,23624.1161,3
975442207,Elena Moreno Martin,232.89,7.01,pass975442207,23754.3233,6
953125421,Patricia Gómez López,209.91,8.65,pass953125421,23826.6815,7
802465315,Juan Martin Rodríguez,213.31,8.39,pass802465315,23861.2279,7
766289247,Laura González Ruiz,211.85,8.57,pass766289247,24037.6732,7
180983625,Luis Fernández Pérez,222.21,7.81,pass180983625,24109.2231,6
086193400,Francisco Pérez Gómez,216.87,8.25,pass086193400,24257.4309,4
569283643,Monica López Moreno,240.44,6.72,pass569283643,24287.3737,3
579307313,José Muñoz Díaz,251.15,6.17,pass579307313,24335.9022,9
195414284,Laura González Hernández,232.32,7.25,pass195414284,24461.5306,5
641184562,Monica Martínez Martin,222.56,7.91,pass641184562,24479.7025,4
552905019,Luis López López,212.01,8.73,pass552905019,24518.3359,7
230486342,Pedro López Jiménez,207.94,9.08,pass230486342,24538.3827,1
226985429,David Hernández García,208.93,9.00,pass226985429,24549.8538,2
113614025,Laura Jiménez González,236.63,7.02,pass113614025,24583.9769,6
729089988,Daniel González Jiménez,201.00,9.75,pass729089988,24614.5128,8
093328139,Luis Gómez López,250.05,6.33,pass093328139,24738.8167,6
783928000,Carmen López Rodríguez,214.71,8.59,pass783928000,24749.7812,5
545137556,Monica Ruiz Gómez,211.67,8.86,pass545137556,24823.6071,9
784124164,Ana Martínez Moreno,231.15,7.43,pass784124164,24824.3882,7
664661574,Miguel López López,218.67,8.32,pass664661574,24879.7232,10
188092642,Luis Fernández Moreno,231.85,7.41,pass188092642,24883.5911,7
654829958,Ana González Jiménez,215.66,8.57,pass654829958,24902.9688,9
025551152,María Ruiz Ruiz,227.18,7.73,pass025551152,24943.2593,2
351919440,Ana Martínez González,240.77,6.90,pass351919440,25000.8681,1
216535508,Isabel Muñoz García,203.58,9.73,pass216535508,25212.6961,7
015640938,Francisco Martin Moreno,207.93,9.36,pass015640938,25302.6642,1
539891670,Carlos Fernández Díaz,242.94,6.94,pass539891670,25606.4584,3
223867232,Carlos Martin González,234.64,7.45,pass223867232,25638.3163,4
804220384,Pedro Álvarez Gómez,258.03,6.18,pass804220384,25707.8606,6
846154621,Lucia Ruiz Díaz,209.28,9.43,pass846154621,25809.2750,3
525778691,Laura Gómez Gómez,226.86,8.04,pass525778691,25862.0046,7
703582157,Sofia Pérez Hernández,241.66,7.10,pass703582157,25908.3933,6
489127479,Juan Jiménez Sánchez,238.58,7.30,pass489127479,25986.2902,7
953841376,Miguel Pérez García,232.67,7.71,pass953841376,26076.4013,8
927182078,Lucia Ruiz Fernández,205.73,9.90,pass927182078,26184.0653,4
689249632,Miguel Díaz Fernández,241.74,7.19,pass689249632,26253.6697,5
740218962,Francisco Díaz García,230.62,7.90,pass740218962,26254.4740,2
978163523,Monica López Hernández,212.62,9.30,pass978163523,26264.7988,2
916261164,Daniel Sánchez Martin,227.04,8.17,pass916261164,26323.0901,1
644783529,Isabel Sánchez Rodríguez,206.80,9.85,pass644783529,26334.4369,5
227748883,Monica Rodríguez Ruiz,245.42,7.05,pass227748883,26540.5069,6
511450161,Pedro Moreno Martin,234.85,7.77,pass511450161,26785.4112,6
014565375,Pedro García Ruiz,256.71,6.52,pass014565375,26857.2048,9
643019424,Elena Fernández López,219.13,8.95,pass643019424,26861.7969,2
986212794,Francisco Martínez Sánchez,256.02,6.57,pass986212794,26934.1504,5
623164032,Lucia González Jiménez,227.40,8.35,pass623164032,26975.8771,1
332783738,Miguel Sánchez Álvarez,218.35,9.06,pass332783738,26999.4746,4
972173982,Carlos Hernández Álvarez,216.68,9.21,pass972173982,27036.4474,2
339305763,Francisco Martin García,226.07,8.48,pass339305763,27084.1336,5
940577140,Lucia Martin García,217.14,9.21,pass940577140,27146.9511,6
317747493,Antonio Sánchez López,229.56,8.25,pass317747493,27157.2897,2
509466797,Sofia Hernández Díaz,228.45,8.35,pass509466797,27232.9308,9
176763852,Patricia Jiménez Ruiz,266.10,6.18,pass176763852,27332.0701,5
420355289,José Jiménez Gómez,220.65,9.04,pass420355289,27507.9631,5
553166541,Carmen Álvarez Álvarez,224.38,8.76,pass553166541,27579.8161,7
387506932,Carmen Hernández López,243.60,7.44,pass387506932,27589.7368,2
350745873,Luis González Sánchez,246.87,7.25,pass350745873,27612.2429,10
134704612,Monica Ruiz Martínez,247.39,7.25,pass134704612,27727.9223,2
712254874,Lucia Pérez Martínez,267.40,6.24,pass712254874,27867.5849,10
259485970,José García García,224.45,8.87,pass259485970,27916.6666,2
609398312,Carlos Fernández López,257.04,6.82,pass609398312,28182.6630,7
580758488,María Sánchez Pérez,215.94,9.71,pass580758488,28291.1623,4
381783736,Daniel Jiménez Martin,239.11,7.94,pass381783736,28388.0011,2
736017172,David González Martínez,251.73,7.20,pass736017172,28520.2301,8
938888977,Carmen Moreno García,228.09,8.80,pass938888977,28617.1125,5
279517038,Monica Rodríguez Martínez,259.77,6.79,pass279517038,28637.7968,3
441421282,Francisco Moreno Fernández,232.05,8.55,pass441421282,28771.7299,6
141639550,Daniel Martin López,272.81,6.19,pass141639550,28786.0743,6
013471593,Ana Díaz García,264.03,6.61,pass013471593,28787.3682,1
687085636,Sofia Jiménez Pérez,257.98,6.93,pass687085636,28809.3457,9
620792298,Isabel Martin Moreno,262.88,6.68,pass620792298,28861.6996,8
416317287,Antonio Martin Fernández,275.59,6.11,pass416317287,28988.5291,1
737881459,Luis Moreno Pérez,261.67,6.78,pass737881459,28998.3297,10
073852695,Sofia García González,236.57,8.29,pass073852695,29000.5727,2
159653694,Carmen Ruiz Moreno,241.05,7.99,pass159653694,29006.2370,3
539067256,Carlos Hernández González,240.84,8.05,pass539067256,29189.8076,4
121687643,Miguel Rodríguez López,223.27,9.41,pass121687643,29326.0403,3
104282330,Monica Martínez Muñoz,268.48,6.53,pass104282330,29406.4203,7
952606084,Juan Sánchez González,261.57,6.88,pass952606084,29431.0897,4
571494361,Carlos Moreno Álvarez,267.26,6.61,pass571494361,29518.8858,6
490261543,Francisco Muñoz Martínez,237.47,8.39,pass490261543,29583.8184,5
801469459,Miguel Hernández Moreno,221.02,9.70,pass801469459,29603.9143,8
515216578,David Gómez García,249.90,7.62,pass515216578,29732.8064,1
085686831,Sofia Hernández Álvarez,233.07,8.78,pass085686831,29797.3692,7
131083970,David Martin Ruiz,223.08,9.65,pass131083970,30018.0883,7
780725663,Antonio Fernández Sánchez,262.74,6.98,pass780725663,30133.6329,9
766482570,María Sánchez Martin,232.61,8.97,pass766482570,30327.1782,1
797995000,Patricia López Hernández,269.28,6.70,pass797995000,30360.9950,7
934180461,Monica Rodríguez Ruiz,222.05,9.88,pass934180461,30453.2334,6
512312595,Ana Hernández Jiménez,232.55,9.01,pass512312595,30455.2462,5
785758346,Luis Rodríguez Álvarez,273.61,6.52,pass785758346,30496.0053,7
783343911,Daniel Álvarez Pérez,221.90,9.91,pass783343911,30500.8207,8
162088959,Pedro García Martin,221.15,9.98,pass162088959,30511.7708,8
760187935,María Álvarez Martin,255.49,7.51,pass760187935,30634.3558,10
380984044,Pedro Ruiz Fernández,246.96,8.04,pass380984044,30639.7299,7
429123022,Lucia Gómez García,263.65,7.06,pass429123022,30675.5516,1
916779240,Miguel Martin Álvarez,247.53,8.06,pass916779240,30870.8451,5
754361198,Daniel Pérez Fernández,250.60,7.95,pass754361198,31210.9173,10
170459848,Juan García López,280.26,6.38,pass170459848,31332.9518,7
525144085,Carmen Martin Ruiz,242.10,8.59,pass525144085,31480.0186,3
270653323,Carmen Ruiz García,267.21,7.07,pass270653323,31565.6823,10
099206818,Pedro García Ruiz,240.39,8.74,pass099206818,31583.6812,9
796669186,Laura Martínez Sánchez,265.15,7.23,pass796669186,31758.5012,1
892990166,Francisco Pérez Moreno,281.71,6.41,pass892990166,31790.7026,4
285323169,Francisco Ruiz Sánchez,243.31,8.60,pass285323169,31814.9761,3
407286825,María Moreno Martínez,234.75,9.26,pass407286825,31895.9007,1
914572428,Sofia López Pérez,227.20,9.96,pass914572428,32131.7962,4
376625648,Daniel Sánchez Martínez,244.60,8.67,pass376625648,32424.1764,6
549741042,Luis Martin Moreno,234.93,9.40,pass549741042,32425.5605,7
626467530,Monica Pérez Martínez,281.58,6.54,pass626467530,32432.3316,4
961556920,David Ruiz Moreno,230.32,9.85,pass961556920,32642.3131,1
433934150,Sofia Díaz López,266.28,7.38,pass433934150,32698.0292,6
461454478,Luis García López,230.79,9.86,pass461454478,32833.6291,7
978186740,Daniel Jiménez Rodríguez,242.61,8.93,pass978186740,32847.9861,7
502060105,María Fernández Sánchez,233.60,9.65,pass502060105,32899.1934,6
447910874,Ana Pérez Jiménez,245.64,8.74,pass447910874,32949.7036,9
196325186,Lucia Díaz Moreno,253.36,8.22,pass196325186,32985.9173,9
537907714,Carmen Ruiz Jiménez,247.03,8.67,pass537907714,33070.2350,9
791929979,Lucia Ruiz Gómez,245.46,8.81,pass791929979,33188.8605,6
509059068,Carlos Martínez Sánchez,290.19,6.32,pass509059068,33269.6498,5
640157282,Antonio Álvarez Álvarez,272.55,7.19,pass640157282,33387.0450,2
149117870,Francisco Martínez Álvarez,242.02,9.21,pass149117870,33732.9996,4
807666812,Sofia García Muñoz,239.29,9.45,pass807666812,33814.2110,1
748944970,Carlos Díaz Martínez,276.62,7.10,pass748944970,33959.5059,9
682513861,Patricia Sánchez Hernández,238.23,9.63,pass682513861,34151.6174,9
674224643,Antonio Muñoz Hernández,258.02,8.25,pass674224643,34340.3610,6
376075923,Carlos Hernández González,260.05,8.14,pass376075923,34385.2064,7
186155221,Juan Gómez Sánchez,251.25,8.73,pass186155221,34439.4294,5
629681287,Francisco Fernández Díaz,285.55,6.82,pass629681287,34737.5193,5
216989176,Monica López López,274.38,7.39,pass216989176,34782.5774,5
713405154,María Jiménez Fernández,250.33,8.89,pass713405154,34818.4139,8
115795552,José García Moreno,263.49,8.04,pass115795552,34892.5168,8
118445685,Ana García García,276.82,7.29,pass118445685,34907.1231,8
103201810,Daniel Muñoz Álvarez,293.33,6.49,pass103201810,34917.7675,3
414214631,Juan Sánchez Pérez,257.21,8.46,pass414214631,34995.9513,5
063669353,José Moreno Rodríguez,237.36,9.98,pass063669353,35151.2724,2
792540010,Daniel Moreno Gómez,239.89,9.78,pass792540010,35173.6305,5
649344410,Lucia Álvarez Martínez,246.93,9.25,pass649344410,35238.4166,6
222827796,Daniel Álvarez Sánchez,257.29,8.55,pass222827796,35379.2350,9
039242732,Antonio López Jiménez,246.31,9.34,pass039242732,35433.3594,3
746706195,Luis Gómez Muñoz,268.12,7.89,pass746706195,35439.0708,9
865062979,Monica Muñoz Fernández,295.42,6.52,pass865062979,35562.5887,4
013632784,Patricia Gómez Martínez,246.42,9.40,pass013632784,35687.4421,5
668114244,Ana López Hernández,266.81,8.04,pass668114244,35793.8640,1
704704802,David Martin Álvarez,263.59,8.26,pass704704802,35858.2708,3
551023044,Lucia Hernández Sánchez,243.98,9.65,pass551023044,35895.7316,1
781478702,Luis Martin Ruiz,266.00,8.15,pass781478702,36042.9610,10
902001145,Miguel Martin Álvarez,268.66,8.04,pass902001145,36276.6736,1
306652965,Elena Sánchez Moreno,276.01,7.67,pass306652965,36500.8940,8
340042857,Ana Hernández García,244.19,9.82,pass340042857,36604.8873,1
004738899,Luis González Sánchez,273.17,7.88,pass004738899,36732.6404,3
956540579,Carlos Moreno Pérez,298.75,6.62,pass956540579,36944.0708,1
907409341,Isabel Sánchez Álvarez,279.16,7.62,pass907409341,37138.0831,7
933442017,Carlos Moreno Fernández,268.06,8.28,pass933442017,37174.5487,8
912965081,María Martínez Fernández,284.58,7.42,pass912965081,37569.7534,5
535620608,Lucia Fernández López,301.78,6.61,pass535620608,37621.9340,2
384582695,Carmen Martin Martin,308.85,6.36,pass384582695,37930.5729,3
979996919,María Pérez García,277.31,7.89,pass979996919,37944.6955,1
363231086,Carmen García Martínez,292.53,7.11,pass363231086,38019.9188,7
787695943,Elena Gómez González,311.48,6.28,pass787695943,38070.8246,5
470957258,Antonio Rodríguez Jiménez,280.75,7.79,pass470957258,38358.7858,4
551869739,Juan González Fernández,294.03,7.11,pass551869739,38431.9187,8
969357806,Ana Muñoz González,250.99,9.77,pass969357806,38454.7075,3
259034979,Francisco Fernández Martínez,294.57,7.12,pass259034979,38598.2666,3
458556153,Antonio Gómez Hernández,285.48,7.59,pass458556153,38655.1007,5
093620851,Pedro Martínez Hernández,299.58,6.91,pass093620851,38770.0012,4
254693151,José Rodríguez Sánchez,301.67,6.82,pass254693151,38779.1780,4
015698677,Isabel Moreno Pérez,252.94,9.77,pass015698677,39075.7788,3
613847922,Sofia Jiménez García,315.80,6.27,pass613847922,39106.3540,3
632554245,Carlos Martínez Ruiz,287.61,7.60,pass632554245,39307.2597,4
696894687,Sofia Martínez García,312.41,6.45,pass696894687,39323.3572,5
488414022,Francisco Gómez Hernández,302.86,6.87,pass488414022,39362.3153,10
089914147,Laura Jiménez Pérez,323.71,6.01,pass089914147,39389.9210,1
826190470,Luis López Martínez,259.01,9.40,pass826190470,39417.8618,3
569205334,Lucia Gómez Muñoz,258.08,9.50,pass569205334,39561.3293,8
647363134,Patricia Jiménez Hernández,308.35,6.67,pass647363134,39654.1716,4
585339396,Daniel González Jiménez,307.30,6.73,pass585339396,39727.8905,9
333345118,Daniel García García,289.98,7.58,pass333345118,39815.0209,7
028856755,Pedro Jiménez Jiménez,321.94,6.15,pass028856755,39819.4021,7
599334726,Francisco Álvarez García,270.39,8.72,pass599334726,39846.1045,4
258328297,Monica Álvarez Martínez,284.33,7.89,pass258328297,39861.0008,7
978885304,Ana López Gómez,310.06,6.65,pass978885304,39938.1321,10
759950094,Isabel Pérez Jiménez,277.51,8.30,pass759950094,39946.8887,2
116291060,Francisco Muñoz Ruiz,262.50,9.29,pass116291060,39999.7593,7
607837057,Pedro Muñoz Muñoz,280.02,8.21,pass607837057,40211.8458,4
942400344,Antonio Sánchez Martínez,268.01,8.99,pass942400344,40339.7699,2
897010734,Juan Sánchez Jiménez,264.81,9.26,pass897010734,40563.7388,8
579272222,Laura Gómez Rodríguez,296.12,7.43,pass579272222,40705.8831,1
172532458,Elena López García,281.25,8.24,pass172532458,40736.0235,2
864690438,David Díaz García,305.65,6.99,pass864690438,40791.0098,7
124545546,Ana Álvarez Gómez,321.34,6.33,pass124545546,40880.4461,4
240774954,Francisco Martin Muñoz,311.80,6.78,pass240774954,41216.4316,3
659228953,Laura Fernández Martin,309.89,6.88,pass659228953,41319.7666,4
153242080,Miguel Martin Díaz,278.80,8.52,pass153242080,41381.6118,6
935077055,María García Hernández,324.15,6.31,pass935077055,41439.4283,2
598972544,Carmen Ruiz Moreno,260.48,9.82,pass598972544,41630.9202,9
282153867,Lucia Pérez López,296.97,7.56,pass282153867,41647.4410,4
356350900,Ana González González,301.59,7.34,pass356350900,41745.7973,3
585267651,Patricia López García,273.42,8.94,pass585267651,41789.4633,7
854647498,Daniel Moreno Fernández,301.03,7.39,pass854647498,41844.9748,9
466401522,Isabel Ruiz Díaz,295.25,7.72,pass466401522,42076.7358,9
439240141,Carmen García Rodríguez,262.01,9.82,pass439240141,42114.0943,7
497099020,Carlos Sánchez Pérez,281.51,8.53,pass497099020,42241.5173,3
330259992,Daniel Ruiz Álvarez,277.82,8.76,pass330259992,42245.7780,7
